,MSZoning,Street,LandContour,Utilities,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,AgeBeforeRemodel,TotalHouseSizeSF,OverallQual,OverallCond,YearRemodAdd,Foundation,BsmtCond,Heating,HeatingQC,CentralAir,Electrical,TotalKitchens,KitchenQual,TotalRooms,TotalBathRooms,Functional,Fireplaces,GarageType,GarageYrBlt,GarageQual,SaleType,SaleCondition,SalePrice
691,RL,Pave,Lvl,AllPub,Gtl,NoRidge,Norm,Norm,1Fam,2Story,1,8024,10,6,1995,PConc,TA,GasA,Ex,Y,SBrkr,1,Ex,10,5,Typ,2,Attchd,1994.0,TA,WD,Normal,755000
692,RL,Pave,Lvl,AllPub,Mod,Timber,Norm,Norm,1Fam,2Story,1,4704,7,5,1990,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,9,4,Typ,2,Attchd,1989.0,TA,WD,Normal,335000
693,RL,Pave,Lvl,AllPub,Sev,OldTown,Norm,Norm,1Fam,1Story,47,2584,5,6,1968,BrkTil,TA,GasA,Ex,Y,SBrkr,1,TA,4,1,Typ,0,Detchd,1968.0,TA,WD,Abnorml,108480
694,RM,Pave,Lvl,AllPub,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,14,3154,5,6,1950,BrkTil,TA,GasA,TA,Y,SBrkr,1,TA,5,2,Typ,0,Detchd,1995.0,TA,WD,Normal,141500
695,RL,Pave,Lvl,AllPub,Gtl,Timber,Norm,Norm,1Fam,1Story,0,2925,6,6,1987,CBlock,Gd,GasA,Gd,Y,SBrkr,1,Gd,5,3,Typ,1,Attchd,1987.0,TA,WD,Normal,176000
696,RM,Pave,Lvl,AllPub,Gtl,BrkSide,Norm,Norm,1Fam,1Story,29,1566,5,7,1950,CBlock,TA,GasA,Gd,Y,SBrkr,1,TA,4,1,Typ,0,Detchd,1921.0,TA,WD,Normal,89000
697,RL,Pave,Lvl,AllPub,Gtl,Edwards,Norm,Norm,1Fam,1Story,0,2436,5,7,1952,PConc,Gd,GasA,Fa,Y,FuseA,1,TA,6,2,Typ,0,Detchd,1952.0,TA,WD,Normal,123500
698,RL,Pave,Lvl,AllPub,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,44,2684,5,8,2009,CBlock,TA,GasA,Ex,Y,SBrkr,1,TA,5,2,Typ,1,Detchd,1973.0,TA,WD,Normal,138500
699,FV,Pave,Lvl,AllPub,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,0,3626,7,5,2004,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,5,2,Typ,0,Attchd,2004.0,TA,WD,Normal,196000
700,RL,Pave,Lvl,AllPub,Gtl,Timber,Norm,Norm,1Fam,1Story,0,4713,8,5,2002,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,3,Typ,1,Attchd,2002.0,TA,WD,Normal,312500
701,RL,Pave,Lvl,AllPub,Gtl,NWAmes,Norm,Norm,1Fam,1Story,0,2856,7,5,1969,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,6,2,Typ,0,Attchd,1969.0,TA,COD,Normal,140000
702,RL,Pave,Lvl,AllPub,Gtl,StoneBr,Norm,Norm,1Fam,2Story,0,4900,8,5,2006,PConc,Gd,GasA,Ex,Y,SBrkr,1,Ex,10,3,Typ,1,BuiltIn,2006.0,TA,New,Partial,361919
703,RM,Pave,Lvl,AllPub,Gtl,OldTown,Feedr,Norm,2fmCon,2Story,96,3228,5,9,1996,BrkTil,TA,GasA,Gd,Y,SBrkr,2,Gd,8,2,Typ,1,Detchd,1999.0,TA,WD,Normal,140000
704,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,1Story,1,3742,7,5,2005,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,3,Typ,0,Attchd,2004.0,TA,WD,Normal,213000
705,RM,Pave,Lvl,AllPub,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,20,1092,4,5,1950,Slab,NB,GasA,Fa,N,SBrkr,2,Fa,7,2,Mod,0,NG,-1.0,NG,WD,Normal,55000
706,RL,Pave,Low,AllPub,Sev,ClearCr,Norm,Norm,1Fam,1Story,31,4634,7,5,2002,CBlock,TA,GasA,TA,Y,SBrkr,1,Gd,5,3,Typ,2,Attchd,1971.0,TA,WD,Normal,302000
707,RL,Pave,Lvl,AllPub,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,0,3428,8,5,2006,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,6,3,Typ,1,Attchd,2006.0,TA,WD,Normal,254000
708,RL,Pave,Lvl,AllPub,Gtl,Gilbert,Norm,Norm,1Fam,2Story,0,2708,7,5,2007,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,8,3,Typ,1,Attchd,2007.0,TA,New,Partial,179540
709,RL,Pave,Lvl,AllPub,Gtl,Sawyer,Norm,Norm,1Fam,1Story,0,2188,5,7,1966,PConc,TA,GasA,TA,Y,SBrkr,1,TA,6,1,Typ,0,Attchd,1966.0,TA,WD,Abnorml,109900
710,RL,Pave,Lvl,AllPub,Gtl,BrkSide,Norm,Norm,1Fam,1Story,68,999,3,6,2003,CBlock,TA,GasA,Gd,Y,SBrkr,1,TA,5,1,Maj2,0,NG,-1.0,NG,WD,Normal,52000
711,C (all),Pave,HLS,AllPub,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,50,2587,4,7,1950,Stone,TA,GasA,Gd,Y,SBrkr,1,TA,7,1,Typ,0,Detchd,1964.0,TA,WD,Abnorml,102776
712,RL,Pave,HLS,AllPub,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,1,3216,8,5,1989,PConc,TA,GasA,Gd,Y,SBrkr,1,Gd,5,3,Typ,1,Attchd,1988.0,TA,WD,Normal,189000
713,RL,Pave,Lvl,AllPub,Gtl,BrkSide,RRAn,Norm,2fmCon,1Story,0,2784,4,5,1970,CBlock,TA,GasW,TA,N,SBrkr,1,TA,6,2,Typ,0,Detchd,1970.0,TA,WD,Normal,129000
714,RL,Pave,Lvl,AllPub,Gtl,Sawyer,RRAe,Norm,1Fam,2Story,29,2723,6,8,2005,CBlock,TA,GasA,Ex,Y,SBrkr,1,Gd,6,3,Typ,0,Attchd,1976.0,TA,WD,Normal,130500
715,RL,Pave,Lvl,AllPub,Gtl,NWAmes,Norm,Norm,1Fam,1Story,0,2892,6,5,1974,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,7,2,Typ,1,Attchd,1974.0,TA,WD,Normal,165000
716,RM,Pave,Bnk,AllPub,Gtl,OldTown,Norm,Norm,1Fam,2Story,108,4167,7,8,1998,BrkTil,TA,GasA,Ex,Y,SBrkr,1,TA,8,2,Typ,0,Detchd,1996.0,TA,WD,Normal,159500
717,RL,Pave,Lvl,AllPub,Gtl,NWAmes,Norm,Norm,1Fam,1Story,27,3017,5,6,2000,CBlock,TA,GasA,Gd,Y,SBrkr,1,Gd,5,3,Typ,1,Attchd,1973.0,TA,WD,Normal,157000
718,RL,Pave,Lvl,AllPub,Gtl,NoRidge,Norm,Norm,1Fam,2Story,1,5332,7,5,1994,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,9,4,Typ,1,Attchd,1993.0,TA,WD,Normal,341000
719,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0,2242,5,6,1969,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,5,2,Typ,1,Attchd,1969.0,TA,WD,Normal,128500
720,RL,Pave,Low,AllPub,Mod,StoneBr,Norm,Norm,1Fam,1Story,0,4424,8,5,1985,PConc,TA,GasA,TA,Y,SBrkr,1,Gd,5,3,Typ,1,Attchd,1985.0,TA,WD,Normal,275000
721,RM,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,0,2276,6,5,2004,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,3,2,Typ,0,Attchd,2004.0,TA,WD,Normal,143000
722,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,2191,4,7,1970,CBlock,TA,GasA,Ex,Y,SBrkr,1,TA,5,1,Typ,0,Detchd,1994.0,TA,WD,Normal,124500
723,RL,Pave,Lvl,AllPub,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,18,3115,4,6,1972,PConc,TA,GasA,Ex,Y,SBrkr,1,TA,7,2,Typ,0,Detchd,1958.0,TA,WD,Normal,135000
724,RL,Pave,Lvl,AllPub,Gtl,Edwards,Norm,Norm,1Fam,1Story,1,4555,9,5,2008,PConc,TA,GasA,Ex,Y,SBrkr,1,Ex,8,3,Typ,1,Attchd,2007.0,TA,WD,Normal,320000
725,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,2484,4,6,1970,CBlock,TA,GasA,TA,Y,SBrkr,1,Gd,5,1,Typ,0,Detchd,1989.0,TA,WD,Normal,120500
726,RL,Pave,Lvl,AllPub,Gtl,Crawfor,Norm,Norm,1Fam,1Story,19,3618,6,9,2007,CBlock,TA,GasA,Ex,Y,SBrkr,1,Gd,5,3,Typ,1,Attchd,1988.0,TA,WD,Normal,222000
727,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0,3228,7,5,2007,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,6,3,Typ,0,Attchd,2007.0,TA,WD,Normal,194500
728,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,Duplex,1Story,0,4273,5,5,1958,CBlock,TA,GasA,TA,Y,SBrkr,2,TA,9,3,Typ,0,Detchd,1968.0,TA,COD,Abnorml,110000
729,RM,Pave,Lvl,AllPub,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,25,2302,4,5,1950,CBlock,TA,GasA,TA,Y,FuseA,1,TA,5,1,Typ,0,Detchd,1962.0,TA,WD,Normal,103000
730,RL,Pave,Lvl,AllPub,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,1,4208,8,5,1996,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,5,3,Typ,1,Attchd,1995.0,TA,WD,Normal,236500
731,RL,Pave,Lvl,AllPub,Gtl,Timber,Norm,Norm,1Fam,SLvl,0,2634,7,5,2003,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,6,3,Typ,1,Attchd,2003.0,TA,WD,Normal,187500
732,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,2Story,1,4001,7,5,1999,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,8,3,Typ,1,Attchd,1998.0,TA,WD,Normal,222500
733,RL,Pave,Lvl,AllPub,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,22,2437,5,6,1983,CBlock,TA,GasA,Ex,Y,SBrkr,1,TA,6,2,Typ,1,Attchd,1961.0,TA,WD,Normal,131400
734,RL,Pave,Lvl,AllPub,Gtl,Sawyer,Norm,Norm,1Fam,1Story,0,2343,5,5,1968,PConc,TA,GasA,TA,Y,SBrkr,1,TA,6,1,Typ,0,Attchd,1968.0,TA,WD,Family,108000
735,RM,Pave,Lvl,AllPub,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,56,3309,7,7,1970,BrkTil,TA,GasW,Fa,N,SBrkr,1,TA,6,2,Typ,2,Detchd,1914.0,TA,WD,Normal,163000
736,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,Duplex,1Story,0,1440,3,4,1950,CBlock,NB,GasA,Gd,N,FuseF,2,TA,6,2,Typ,0,Detchd,1949.0,TA,WD,Normal,93500
737,RL,Pave,HLS,AllPub,Gtl,Gilbert,Norm,Norm,1Fam,2Story,0,3610,8,5,2005,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,8,3,Typ,1,Attchd,2005.0,TA,WD,Normal,239900
738,RL,Pave,Lvl,AllPub,Gtl,Edwards,Norm,Norm,Duplex,1Story,1,2520,5,5,1988,CBlock,Gd,GasA,TA,Y,SBrkr,1,TA,5,6,Typ,0,NG,-1.0,NG,WD,Alloca,179000
739,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0,3407,7,5,2004,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,3,Typ,0,Attchd,2004.0,TA,WD,Normal,190000
740,RM,Pave,Lvl,AllPub,Gtl,OldTown,Norm,Norm,1Fam,2Story,92,2438,5,7,2002,BrkTil,Fa,GasA,Ex,Y,SBrkr,1,TA,7,2,Typ,0,Detchd,1910.0,TA,WD,Abnorml,132000
741,RL,Pave,Lvl,AllPub,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,35,2280,6,8,1996,CBlock,TA,GasA,Gd,Y,SBrkr,1,Gd,5,3,Typ,0,Detchd,1962.0,TA,WD,Normal,142000
742,RL,Pave,Lvl,AllPub,Gtl,SawyerW,Norm,Norm,1Fam,1Story,1,3412,7,5,2001,PConc,TA,GasA,Ex,Y,SBrkr,1,TA,6,2,Typ,0,Attchd,2000.0,TA,WD,Normal,179000
743,RL,Pave,Lvl,AllPub,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,36,2866,5,6,1999,CBlock,TA,GasA,Ex,Y,SBrkr,1,TA,6,3,Min2,1,Attchd,1997.0,TA,WD,Normal,175000
744,RL,Pave,HLS,AllPub,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,0,3470,8,5,1993,PConc,TA,GasA,Gd,Y,SBrkr,1,Gd,5,3,Typ,1,Attchd,1993.0,TA,WD,Normal,180000
745,RL,Pave,Lvl,AllPub,Gtl,NWAmes,Norm,Norm,1Fam,2Story,20,4892,8,9,1996,CBlock,Gd,GasA,Ex,Y,SBrkr,1,Gd,11,5,Typ,2,BuiltIn,1994.0,TA,WD,Normal,299800
746,RL,Pave,Lvl,AllPub,Gtl,Gilbert,Norm,Norm,1Fam,2Story,0,4040,7,5,2000,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,8,3,Typ,1,BuiltIn,2000.0,TA,WD,Normal,236000
747,RM,Pave,Lvl,AllPub,Gtl,OldTown,Norm,Norm,1Fam,2Story,123,5311,7,7,2003,Stone,Fa,GasW,TA,N,SBrkr,1,Gd,8,2,Typ,1,Detchd,1950.0,TA,WD,Normal,265979
748,RL,Pave,Lvl,AllPub,Gtl,NoRidge,Norm,Norm,1Fam,1Story,0,4417,7,5,1996,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,3,Typ,1,Attchd,1996.0,TA,WD,Normal,260400
749,RL,Pave,Lvl,AllPub,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,2046,4,3,1950,Slab,NB,Wall,TA,N,FuseF,1,TA,9,2,Mod,0,Detchd,1945.0,TA,WD,Normal,98000
750,RM,Pave,Lvl,AllPub,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,94,1876,4,7,2004,BrkTil,Fa,GasA,Gd,Y,SBrkr,1,TA,7,1,Min2,0,NG,-1.0,NG,WD,Normal,96500
751,RL,Pave,Lvl,AllPub,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,0,2428,7,5,2003,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,6,3,Typ,0,Attchd,2003.0,TA,WD,Normal,162000
752,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0,3744,6,5,1997,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,6,3,Typ,0,Attchd,1997.0,TA,WD,Normal,217000
753,RL,Pave,Lvl,AllPub,Gtl,NridgHt,Norm,Norm,1Fam,2Story,0,4250,8,5,2005,PConc,TA,GasA,Gd,Y,SBrkr,1,Ex,8,3,Typ,1,Attchd,2005.0,TA,WD,Normal,275500
754,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,36,2711,6,8,2005,CBlock,TA,GasA,Gd,Y,SBrkr,1,Gd,5,2,Typ,0,Detchd,1969.0,TA,WD,Normal,156000
755,FV,Pave,Lvl,AllPub,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,0,2664,6,5,1999,PConc,TA,GasA,Gd,Y,SBrkr,1,TA,6,3,Typ,0,Detchd,1999.0,TA,WD,Normal,172500
756,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0,3461,8,5,2007,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,3,Typ,0,Attchd,2007.0,TA,WD,Normal,212000
757,RL,Pave,Lvl,AllPub,Gtl,Sawyer,Norm,Norm,1Fam,2Story,0,2833,6,5,1978,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,6,3,Typ,1,Attchd,1978.0,TA,WD,Abnorml,158900
758,FV,Pave,Lvl,AllPub,Gtl,Somerst,Norm,Norm,Twnhs,2Story,0,2685,7,5,1999,PConc,TA,GasA,Gd,Y,SBrkr,1,TA,6,3,Typ,0,Detchd,1999.0,TA,WD,Normal,179400
759,RL,Pave,Lvl,AllPub,Gtl,NoRidge,Norm,Norm,1Fam,2Story,0,4921,8,5,1995,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,9,3,Typ,1,Attchd,1995.0,TA,WD,Normal,290000
760,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,2028,6,6,1959,CBlock,TA,GasA,Ex,Y,SBrkr,1,TA,5,1,Typ,0,Detchd,2008.0,Ex,WD,Normal,127500
761,RM,Pave,Lvl,AllPub,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,26,2886,5,5,1950,PConc,TA,GasA,TA,Y,SBrkr,1,Fa,5,1,Min1,0,Detchd,1965.0,TA,WD,Normal,100000
762,FV,Pave,Lvl,AllPub,Gtl,Somerst,Norm,Norm,1Fam,2Story,0,3131,7,5,2009,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,3,Typ,0,Attchd,2009.0,TA,Con,Normal,215200
763,RL,Pave,Lvl,AllPub,Gtl,NoRidge,Norm,Norm,1Fam,2Story,0,4781,8,5,1999,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,8,4,Typ,1,Attchd,1999.0,TA,WD,Normal,337000
764,RL,Pave,Lvl,AllPub,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,1,3715,8,5,1996,PConc,Gd,GasA,Ex,Y,SBrkr,1,Ex,6,3,Typ,1,Attchd,1995.0,TA,WD,Normal,270000
765,RL,Pave,Lvl,AllPub,Gtl,Somerst,Norm,Norm,1Fam,1Story,0,3770,9,5,2008,PConc,TA,GasA,Ex,Y,SBrkr,1,Ex,6,2,Typ,1,Attchd,2008.0,TA,New,Partial,264132
766,RL,Pave,Lvl,AllPub,Gtl,NWAmes,Norm,Norm,1Fam,2Story,0,3640,7,5,1988,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,7,3,Typ,1,Attchd,1988.0,TA,WD,Normal,196500
767,RL,Pave,Lvl,AllPub,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,45,3557,6,7,1985,CBlock,TA,GasA,Ex,Y,SBrkr,1,TA,7,3,Mod,0,Attchd,1989.0,TA,WD,Normal,160000
768,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,1Story,1,4333,7,5,2005,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,8,2,Typ,1,Attchd,2004.0,TA,WD,Normal,216837
769,RL,Pave,HLS,AllPub,Mod,StoneBr,Norm,Norm,1Fam,2Story,0,6519,8,5,2003,PConc,TA,GasA,Ex,Y,SBrkr,1,Ex,12,5,Mod,1,BuiltIn,2003.0,TA,WD,Normal,538000
770,RL,Pave,Lvl,AllPub,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,0,2412,5,5,1982,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,5,2,Typ,0,Detchd,1983.0,TA,WD,Normal,134900
771,RL,Pave,Lvl,AllPub,Gtl,Edwards,Norm,Norm,1Fam,1Story,0,2452,4,5,1951,CBlock,Fa,GasA,TA,Y,FuseF,1,TA,6,1,Typ,0,Detchd,1951.0,TA,COD,Normal,102000
772,RL,Pave,Lvl,AllPub,Gtl,Edwards,Norm,Norm,1Fam,SLvl,0,2962,6,5,1976,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,6,2,Typ,1,Detchd,1976.0,TA,WD,Abnorml,107000
773,RL,Pave,Lvl,AllPub,Gtl,NAmes,Feedr,Norm,1Fam,1Story,0,2099,5,5,1958,CBlock,TA,GasA,Ex,Y,FuseA,1,TA,5,1,Typ,0,Attchd,1958.0,TA,COD,Normal,114500
774,RL,Pave,Lvl,AllPub,Gtl,NridgHt,Norm,Norm,1Fam,1Story,0,5163,8,5,2006,PConc,TA,GasA,Gd,Y,SBrkr,1,Gd,9,2,Typ,1,Attchd,2006.0,TA,New,Partial,395000
775,RM,Pave,Lvl,AllPub,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,0,3067,6,5,1998,PConc,TA,GasA,Ex,Y,SBrkr,1,TA,5,3,Typ,0,Attchd,1998.0,TA,WD,Normal,162000
776,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,1Story,1,4296,7,5,2006,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,2,Typ,0,Attchd,2005.0,TA,New,Partial,221500
777,RL,Pave,Lvl,AllPub,Gtl,Sawyer,Norm,Norm,1Fam,1Story,0,2439,5,5,1974,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,5,2,Typ,1,Attchd,1974.0,TA,WD,Normal,142500
778,RH,Pave,Lvl,AllPub,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,0,2650,5,5,1977,Slab,NB,GasA,TA,Y,SBrkr,2,TA,10,2,Typ,2,Detchd,1977.0,TA,WD,Normal,144000
779,RL,Pave,Lvl,AllPub,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,0,2483,6,5,1977,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,4,2,Typ,0,Attchd,1977.0,TA,WD,Normal,135000
780,RL,Pave,Lvl,AllPub,Gtl,Gilbert,Norm,Norm,1Fam,1Story,1,3133,7,5,1996,PConc,Gd,GasA,Gd,Y,SBrkr,1,TA,6,2,Typ,1,Attchd,1995.0,TA,WD,Normal,176000
781,RL,Pave,Lvl,AllPub,Gtl,SawyerW,Norm,Norm,1Fam,2Story,0,2972,6,5,1992,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,3,Typ,0,Attchd,1992.0,TA,WD,Normal,175900
782,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,1Story,1,3481,7,5,2002,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,6,2,Typ,0,Attchd,2001.0,TA,WD,Normal,187100
783,RL,Pave,Lvl,AllPub,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,0,3142,5,6,1978,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,4,2,Typ,1,Attchd,1978.0,TA,WD,Normal,165500
784,RM,Pave,Lvl,AllPub,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,87,2651,6,6,2001,CBlock,TA,GasA,Ex,Y,SBrkr,1,TA,9,2,Typ,1,NG,-1.0,NG,WD,Normal,128000
785,RL,Pave,Lvl,AllPub,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,0,3368,6,5,1967,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,7,2,Typ,1,Attchd,1967.0,TA,WD,Normal,161500
786,RM,Pave,Lvl,AllPub,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,35,2950,5,6,1950,PConc,TA,GasA,TA,Y,SBrkr,1,TA,7,3,Typ,0,Detchd,1961.0,TA,WD,Normal,139000
787,RL,Pave,Lvl,AllPub,Gtl,SawyerW,Norm,Norm,1Fam,2Story,0,3703,7,5,2004,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,8,4,Typ,0,BuiltIn,2004.0,TA,WD,Normal,233000
788,RM,Pave,Lvl,AllPub,Gtl,OldTown,Norm,Norm,1Fam,1Story,46,2083,4,7,2000,CBlock,TA,GasA,Ex,Y,SBrkr,1,TA,4,1,Typ,0,Detchd,1954.0,Fa,WD,Normal,107900
789,RL,Pave,Low,AllPub,Gtl,ClearCr,Norm,Norm,1Fam,2Story,41,3664,6,8,2007,CBlock,Fa,GasA,Gd,Y,SBrkr,1,Gd,9,3,Typ,0,Attchd,1966.0,TA,WD,Normal,187500
790,RL,Pave,Lvl,AllPub,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,1,2803,7,5,2006,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,5,2,Typ,1,Attchd,2005.0,TA,WD,Normal,160200
791,RL,Pave,Lvl,AllPub,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,0,2750,6,5,1976,PConc,TA,GasA,TA,Y,SBrkr,1,TA,5,2,Typ,2,Attchd,1976.0,TA,WD,Normal,146800
792,RL,Pave,Lvl,AllPub,Gtl,NoRidge,Norm,Norm,1Fam,2Story,1,3895,7,5,1997,PConc,TA,GasA,Ex,Y,SBrkr,1,TA,8,4,Typ,1,Attchd,1997.0,TA,WD,Normal,269790
793,RL,Pave,Lvl,AllPub,Gtl,Somerst,Norm,Norm,1Fam,1Story,0,3764,8,5,2007,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,2,Typ,0,Attchd,2007.0,TA,New,Partial,225000
794,RL,Pave,Lvl,AllPub,Gtl,Gilbert,Norm,Norm,1Fam,2Story,2,3205,7,5,1996,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,3,Typ,1,Attchd,1994.0,TA,WD,Normal,194500
795,RL,Pave,Lvl,AllPub,Gtl,SawyerW,Norm,Norm,1Fam,2Story,1,2944,6,6,1981,CBlock,TA,GasA,TA,Y,SBrkr,1,TA,7,3,Typ,1,Attchd,1980.0,TA,WD,Normal,171000
796,RL,Pave,Lvl,AllPub,Gtl,Sawyer,Norm,Norm,1Fam,1Story,0,2611,6,5,1977,CBlock,TA,GasA,Ex,Y,SBrkr,1,TA,7,2,Typ,1,Attchd,1977.0,TA,WD,Normal,143500
797,RL,Pave,Lvl,AllPub,Gtl,NAmes,Norm,Norm,1Fam,1Story,0,1786,5,5,1953,CBlock,TA,GasA,Gd,Y,SBrkr,1,TA,4,1,Typ,0,Attchd,1953.0,TA,WD,Abnorml,110000
798,RL,Pave,Lvl,AllPub,Gtl,NridgHt,Norm,Norm,1Fam,2Story,1,6108,9,5,2009,PConc,TA,GasA,Ex,Y,SBrkr,1,Ex,11,4,Typ,2,BuiltIn,2009.0,TA,New,Partial,485000
799,RL,Pave,Lvl,AllPub,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,13,3003,5,7,1950,BrkTil,TA,GasA,Ex,Y,SBrkr,1,Gd,7,3,Typ,2,Detchd,1939.0,TA,WD,Normal,175000
800,RL,Pave,HLS,AllPub,Mod,ClearCr,Feedr,Norm,1Fam,2Story,0,3609,6,5,1997,PConc,TA,GasA,Gd,Y,SBrkr,1,Gd,8,4,Typ,0,Attchd,1997.0,TA,WD,Normal,200000
801,RM,Pave,Lvl,AllPub,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,74,2832,4,7,1990,CBlock,TA,GasA,Ex,Y,FuseA,1,TA,5,2,Typ,0,Detchd,1957.0,TA,WD,Normal,109900
802,RL,Pave,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0,2648,7,5,2005,PConc,TA,GasA,Ex,Y,SBrkr,1,Gd,7,4,Typ,1,Attchd,2005.0,TA,WD,Normal,189000
